Timestamp,Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version
10-12-2024 20:09,D0070,Pollution Sensor,29-01-2023,L0481,Miami,South Beach,-11.707291,167.682174,951,17,67 dB,30.41,3105,30.9,76,Active,16-11-2023,23,10,222,98.57,19,72,SmartIoT,v1.0
10-12-2024 19:33,D0071,Public WiFi,10-08-2022,L0313,Miami,South Beach,8.142264,68.429464,951,137,70 dB,29.97,3105,1.6,40,Active,16-11-2023,16,0,464,90.89,19,72,GreenTech,v1.2
10-12-2024 19:27,D0072,Public WiFi,26-05-2022,L0332,Chicago,Lincoln Park,-1.645651,-44.174627,951,137,55 dB,15.77,3105,23.5,38,Active,16-11-2023,39,1,9,95.97,19,72,GreenTech,v1.1
10-12-2024 19:16,D0073,Traffic Light,03-04-2020,L0920,Seattle,Capitol Hill,71.628241,8.322736,939,137,59 dB,1.17,3105,21.9,75,Active,16-11-2023,17,10,222,94.74,19,10,UrbanTech,v2.0
10-12-2024 20:04,D0074,Smart Meter,10-11-2021,L0358,Los Angeles,Hollywood,-34.327551,169.579761,951,91,63 dB,11.42,7480,9.4,22,Active,16-11-2023,46,7,222,93.23,19,72,UrbanTech,v1.2
10-12-2024 19:31,D0075,Public WiFi,26-01-2023,L0528,Miami,Brickell,-73.804234,-77.617245,951,137,90 dB,12.73,3105,22.3,85,Under Maintenance,13-05-2023,3,0,227,93.32,19,72,DeviceCorp,v1.2
10-12-2024 19:22,D0076,Smart Meter,03-06-2023,L0226,Miami,South Beach,14.805936,-150.325227,951,68,83 dB,2.67,163,11.6,83,Active,16-11-2023,14,10,222,90.32,19,72,UrbanTech,v1.1
10-12-2024 19:58,D0077,Pollution Sensor,31-01-2021,L0791,Los Angeles,Hollywood,-25.28898,-102.00947,951,253,66 dB,9.66,3105,36.7,35,Inactive,16-11-2023,16,3,222,92.33,19,72,GreenTech,v1.2
10-12-2024 20:11,D0078,Parking Sensor,05-11-2021,L0687,Seattle,Pioneer Square,27.890901,141.362936,951,137,78 dB,20.81,3105,36.8,28,Active,16-11-2023,7,2,222,95.83,22,72,GreenTech,v2.1
10-12-2024 19:25,D0079,Smart Meter,07-01-2021,L0198,San Francisco,Mission District,62.943854,27.268946,951,53,61 dB,18.22,3773,4.9,36,Active,16-11-2023,9,0,222,96.4,19,72,UrbanTech,v1.2
10-12-2024 19:14,D0080,Public WiFi,25-04-2021,L0610,Los Angeles,Hollywood,73.894979,-11.157707,951,137,86 dB,44.77,3105,7.1,62,Active,16-11-2023,9,8,408,93.85,19,72,GreenTech,v1.1
10-12-2024 19:50,D0081,Public WiFi,15-09-2024,L0108,Miami,Brickell,66.254184,-7.006311,951,137,94 dB,2.09,3105,27.5,46,Under Maintenance,08-08-2024,36,1,278,94.36,19,72,DeviceCorp,v2.1
10-12-2024 19:46,D0082,Traffic Light,08-10-2023,L0853,San Francisco,Mission District,-54.931443,-67.263119,1111,137,100 dB,43.56,3105,14.3,98,Active,16-11-2023,42,1,222,99.89,19,93,SmartIoT,v1.2
10-12-2024 19:45,D0083,Parking Sensor,12-05-2021,L0588,New York,Brooklyn,-42.605233,-48.470913,951,137,55 dB,31.41,3105,31.8,95,Inactive,16-11-2023,40,5,222,97.01,48,72,SmartIoT,v1.1
10-12-2024 19:50,D0084,Smart Meter,24-05-2022,L0949,San Francisco,Mission District,30.707594,176.192083,951,246,88 dB,30.15,5301,34.6,24,Active,16-11-2023,22,5,222,92.33,19,72,DeviceCorp,v1.0
10-12-2024 19:35,D0085,Pollution Sensor,19-10-2022,L0981,Chicago,The Loop,85.515715,-89.012437,951,146,88 dB,3.71,3105,3.8,53,Under Maintenance,02-01-2024,35,3,222,91.57,19,72,SmartIoT,v2.0
10-12-2024 19:29,D0086,Traffic Light,22-02-2020,L0069,Houston,Midtown,-23.965838,44.214027,173,137,60 dB,38.84,3105,4.2,46,Under Maintenance,04-06-2023,9,7,222,98.74,19,99,GreenTech,v2.0
10-12-2024 19:33,D0087,Traffic Light,15-11-2024,L0904,Chicago,Lincoln Park,-56.842771,-8.692975,1653,137,95 dB,48.59,3105,36.8,29,Inactive,16-11-2023,15,1,222,95.18,19,73,DeviceCorp,v1.0
10-12-2024 19:50,D0088,Parking Sensor,20-12-2020,L0794,Chicago,The Loop,15.519118,97.261368,951,137,63 dB,11.48,3105,29.4,96,Under Maintenance,16-06-2024,39,4,222,94.47,38,72,GreenTech,v1.1
10-12-2024 20:03,D0089,Parking Sensor,25-06-2024,L0918,Houston,Downtown,-52.677415,-16.48718,951,137,62 dB,22.69,3105,30.5,45,Active,16-11-2023,12,1,222,92.54,3,72,SmartIoT,v1.1
10-12-2024 19:58,D0090,Public WiFi,12-09-2021,L0965,Seattle,Capitol Hill,84.67575,119.342903,951,137,59 dB,37.69,3105,-3.9,35,Active,16-11-2023,47,0,483,98.03,19,72,UrbanTech,v2.1
10-12-2024 19:50,D0091,Pollution Sensor,01-04-2020,L0103,New York,Brooklyn,74.754072,-99.634523,951,56,50 dB,12.42,3105,18.7,23,Under Maintenance,19-09-2024,40,1,222,98.38,19,72,DeviceCorp,v1.1
10-12-2024 19:25,D0092,Parking Sensor,27-06-2021,L0940,Miami,Brickell,46.494019,-13.873312,951,137,56 dB,5.79,3105,33.7,40,Under Maintenance,20-10-2024,13,8,222,93.24,27,72,GreenTech,v2.0
10-12-2024 19:16,D0093,Pollution Sensor,10-05-2022,L0763,San Francisco,Mission District,4.009327,98.750617,951,14,87 dB,23.02,3105,-3.7,75,Under Maintenance,29-06-2023,27,0,222,91.82,19,72,SmartIoT,v1.0
10-12-2024 19:14,D0094,Pollution Sensor,07-09-2024,L0422,Houston,Midtown,23.85336,-106.183054,951,32,74 dB,26.24,3105,6,41,Inactive,16-11-2023,18,8,222,95.25,19,72,UrbanTech,v1.1
10-12-2024 19:49,D0095,Public WiFi,08-08-2022,L0021,Los Angeles,Downtown,-21.043654,-73.257668,951,137,81 dB,29.58,3105,33.1,26,Active,16-11-2023,19,9,413,98.77,19,72,GreenTech,v1.0
10-12-2024 20:07,D0096,Public WiFi,08-06-2023,L0360,Chicago,The Loop,-0.112076,160.126364,951,137,58 dB,45.31,3105,5.9,30,Active,16-11-2023,5,4,460,90.58,19,72,UrbanTech,v1.0
10-12-2024 20:06,D0097,Pollution Sensor,25-03-2021,L0337,Los Angeles,Downtown,42.378005,134.914385,951,133,100 dB,8.59,3105,2.4,89,Inactive,16-11-2023,22,2,222,98.92,19,72,UrbanTech,v1.2
10-12-2024 20:01,D0098,Public WiFi,08-11-2020,L0175,Seattle,Pioneer Square,1.099259,82.051871,951,137,92 dB,46.8,3105,22.2,91,Under Maintenance,08-07-2024,3,1,342,99.43,19,72,GreenTech,v2.1
10-12-2024 19:33,D0099,Public WiFi,01-07-2021,L0358,Houston,Midtown,-3.051497,6.250391,951,137,70 dB,49.01,3105,4.6,96,Inactive,16-11-2023,23,6,112,95.62,19,72,DeviceCorp,v2.1
10-12-2024 19:51,D0100,Parking Sensor,01-10-2024,L0112,Houston,Downtown,-52.111878,-119.708739,951,137,84 dB,30.48,3105,38.4,54,Active,16-11-2023,21,4,222,99.11,27,72,GreenTech,v1.1
10-12-2024 19:49,D0101,Smart Meter,21-02-2022,L0644,New York,Manhattan,0.988923,-176.561299,951,158,95 dB,17.78,4185,35.4,92,Under Maintenance,17-11-2023,41,10,222,94.79,19,72,UrbanTech,v2.1
10-12-2024 19:39,D0102,Parking Sensor,04-03-2021,L0383,Houston,Midtown,-88.441182,-62.234612,951,137,72 dB,25.88,3105,-1.2,26,Active,16-11-2023,21,9,222,97.53,38,72,DeviceCorp,v1.2
10-12-2024 19:21,D0103,Public WiFi,26-11-2020,L0424,San Francisco,Mission District,-4.629985,111.700792,951,137,97 dB,10.32,3105,26.1,98,Inactive,16-11-2023,47,5,57,94.25,19,72,GreenTech,v1.1
10-12-2024 19:36,D0104,Parking Sensor,11-05-2024,L0929,Seattle,Pioneer Square,-80.17763,139.31948,951,137,74 dB,46.8,3105,4.9,60,Inactive,16-11-2023,31,0,222,99.46,45,72,DeviceCorp,v1.1
10-12-2024 19:14,D0105,Public WiFi,04-09-2020,L0859,San Francisco,Financial District,-46.909772,100.761421,951,137,90 dB,41.14,3105,30.3,25,Inactive,16-11-2023,28,2,346,95.03,19,72,UrbanTech,v1.0
10-12-2024 20:01,D0106,Smart Meter,22-01-2022,L0035,Miami,South Beach,36.31262,81.896338,951,90,55 dB,37.83,8581,-9,25,Under Maintenance,14-05-2024,1,1,222,93.32,19,72,UrbanTech,v1.2
10-12-2024 20:11,D0107,Pollution Sensor,15-01-2020,L0163,New York,Manhattan,-16.891155,-84.582014,951,186,50 dB,49.89,3105,8.1,70,Inactive,16-11-2023,31,1,222,96.02,19,72,SmartIoT,v2.1
10-12-2024 19:29,D0108,Pollution Sensor,14-10-2023,L0035,New York,Brooklyn,-75.452348,-102.633348,951,50,71 dB,43.98,3105,19.2,20,Under Maintenance,11-01-2024,4,3,222,94.35,19,72,DeviceCorp,v2.1
10-12-2024 20:09,D0109,Parking Sensor,29-10-2023,L0698,Chicago,The Loop,56.70022,-125.785233,951,137,75 dB,0.86,3105,1.2,75,Active,16-11-2023,34,0,222,93.45,7,72,UrbanTech,v1.2
10-12-2024 19:16,D0110,Public WiFi,01-07-2023,L0887,Miami,South Beach,1.730839,-58.106363,951,137,55 dB,4.64,3105,15.8,100,Inactive,16-11-2023,28,2,345,90.36,19,72,DeviceCorp,v2.1
10-12-2024 19:53,D0111,Smart Meter,28-11-2021,L0290,Houston,Downtown,63.043349,94.252518,951,202,74 dB,1.38,1509,30.5,58,Active,16-11-2023,24,9,222,93.5,19,72,UrbanTech,v2.0
10-12-2024 20:02,D0112,Pollution Sensor,04-01-2020,L0308,Chicago,The Loop,44.564274,42.106069,951,262,86 dB,14.46,3105,22.9,20,Under Maintenance,08-05-2023,16,2,222,92.04,19,72,SmartIoT,v1.0
10-12-2024 20:02,D0113,Parking Sensor,06-01-2022,L0738,Los Angeles,Downtown,-26.538315,92.993644,951,137,81 dB,38.5,3105,14,96,Inactive,16-11-2023,29,4,222,97.72,12,72,GreenTech,v1.2
10-12-2024 20:03,D0114,Public WiFi,26-03-2021,L0529,Los Angeles,Hollywood,1.255245,-162.774381,951,137,100 dB,43.56,3105,4.8,99,Inactive,16-11-2023,6,6,297,92.89,19,72,SmartIoT,v2.1
10-12-2024 19:44,D0115,Pollution Sensor,05-07-2022,L0999,Houston,Midtown,0.784489,-164.165371,951,19,85 dB,17.31,3105,3.8,54,Active,16-11-2023,19,4,222,95.52,19,72,GreenTech,v1.0
10-12-2024 20:01,D0116,Smart Meter,03-01-2020,L0524,San Francisco,Mission District,-38.690859,-137.686296,951,212,52 dB,29.32,4854,11.6,31,Active,16-11-2023,19,1,222,97.28,19,72,UrbanTech,v1.0
10-12-2024 19:55,D0117,Public WiFi,07-08-2023,L0904,Seattle,Capitol Hill,24.804164,93.811121,951,137,57 dB,12.89,3105,30.9,60,Inactive,16-11-2023,10,9,423,93.71,19,72,SmartIoT,v2.0
